[script #256]  ; orig idx=256, "Darkness", offset 0xE97000, special: Deal 1x Damage + Apply Slow
F0 BB EE 16    | Random spell: [Absolute Zero] or [Fight] or [Flare]
F0 A4 C0 A4    | Random spell: [Thunder Call] or [Fallen One] or [Thunder Call]
FD             | Wait for next turn, reset target
CF             | Freezing Dust
12             | Quake
FD             | Wait for next turn, reset target
D6             | Meteorrite
FD             | Wait for next turn, reset target
F0 EF 35 EF    | Random spell: [Special: Dreary Cell] or [Holy] or [Special: Dreary Cell]
A0             | Quasar
FF             @ End of action script, begin counter-attack script
FC 0C 03 02    | If... Variable $003 is less than 2
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 03 81       | >> Modify variable [$003 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F3 0E 00       | > Display message 14: Defeated by insects like you_ Not once, but twice! Uwaahhhh_...
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 EE EF FE    | > Random spell: [Fight] or [Special: Dreary Cell] or [Nothing]
F8 04 81       | > Modify variable [$004 + 1]
FC 0D 04 05    | > If... Variable $004 is 5 or more
F1 36          | >> Set target: Self
93             | >> White Wind
F8 04 00       | >> Modify variable [$004 = 0]
FF             - End of script

[script #269]  ; orig idx=269, "NeoExdth", offset 0xE97400, special: 100% Deal 1x Damage + Inflict Stone
FC 0D 02 01    | If... Variable $002 is 1 or more
F0 23 A6 95    | > Random spell: [Meteor] or [Zombie Breath] or [Level 3 Flare]
F0 EE 93 EE    | > Random spell: [Fight] or [White Wind] or [Fight]
FD             | > Wait for next turn, reset target
F0 EF EE A1    | > Random spell: [Special: White Hole] or [Fight] or [Grand Delta]
F0 D5 13 91    | > Random spell: [Hurricane] or [Flood] or [Mighty Guard]
FD             | > Wait for next turn, reset target
D8             | > Almagest
FD             | > Wait for next turn, reset target
F0 EE 99 EF    | > Random spell: [Fight] or [Step Mine] or [Special: White Hole]
F0 D5 A6 89    | > Random spell: [Hurricane] or [Zombie Breath] or [Banisher]
FD             | > Wait for next turn, reset target
F3 0B 00       | > Display message 11:      The laws of the universe mean nothing!
EA             | > Grand Cross
FE             | > End of if statement, reset target and wait
F0 20 A6 95    | Random spell: [Comet] or [Zombie Breath] or [Level 3 Flare]
F0 EE 30 EE    | Random spell: [Fight] or [Curaga] or [Fight]
FD             | Wait for next turn, reset target
F0 EF EE A1    | Random spell: [Special: White Hole] or [Fight] or [Grand Delta]
F0 D5 13 91    | Random spell: [Hurricane] or [Flood] or [Mighty Guard]
FD             | Wait for next turn, reset target
D8             | Almagest
FD             | Wait for next turn, reset target
F0 EE CF EF    | Random spell: [Fight] or [Freezing Dust] or [Special: White Hole]
F0 D5 A6 89    | Random spell: [Hurricane] or [Zombie Breath] or [Banisher]
FD             | Wait for next turn, reset target
F3 0B 00       | Display message 11:      The laws of the universe mean nothing!
EA             | Grand Cross
FF             @ End of action script, begin counter-attack script
FC 0C 02 02    | If... Variable $002 is less than 2
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 02 81       | >> Modify variable [$002 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FF             - End of script

[script #270]  ; orig idx=270, "Kamlanau", offset 0xE97A00, special: Deal 2.5x Damage
EE             | Fight
F0 EE EF EE    | Random spell: [Fight] or [Special: Light Blade] or [Fight]
FD             | Wait for next turn, reset target
CB             | Great Whirlwind
F0 EE EE EF    | Random spell: [Fight] or [Fight] or [Special: Light Blade]
FD             | Wait for next turn, reset target
F0 1E C6 1E    | Random spell: [Gravity] or [Flare Star] or [Gravity]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 03 03    | If... Variable $003 is less than 3
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 03 81       | >> Modify variable [$003 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F3 12 00       | > Display message 18: Gahh_ why_ brother_
F5 0B 01 01    | > Adjust enemies: Monsters <0> => Killed
F3 13 00       | > Display message 19: Haha_  I have no more use for you, little brother!
F5 03 01 02    | > Adjust enemies: Monsters <1> => Killed
F2 00 13 80    | > Formation change to 19
F5 03 00 10    | > Adjust enemies: Monsters <4> => Unhide, refill HP
F3 14 00       | > Display message 20:                        Orbital Summon!
F9 01 00 00    | > Modify var. bits [$000: Set 0x01]
F5 0B 00 04    | > Adjust enemies: Monsters <2> => Unhide, refill HP
F5 0B 00 08    | > Adjust enemies: Monsters <3> => Unhide, refill HP
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 FE EE EF    | > Random spell: [Nothing] or [Fight] or [Special: Light Blade]
FF             - End of script

[script #271]  ; orig idx=271, "Ealdnarc", offset 0xE97AA0, special: Deal 1.5x Damage
FC 14 00 00    | If... Variable $000 has set bit 0x01
FC 0D 02 02    | > If... Variable $002 is 2 or more
F0 C6 E0 23    | >> Random spell: [Flare Star] or [Black Hole] or [Meteor]
F0 21 8D E1    | >> Random spell: [Slowga] or [Mind Blast] or [Omega Javelin]
FD             | >> Wait for next turn, reset target
F0 16 C0 23    | >> Random spell: [Flare] or [Fallen One] or [Meteor]
1A             | >> Stop
FD             | >> Wait for next turn, reset target
DE             | >> Stellar Blast
FD             | >> Wait for next turn, reset target
F0 C5 CF C5    | >> Random spell: [Northern Cross] or [Freezing Dust] or [Northern Cross]
F0 E1 10 E8    | >> Random spell: [Omega Javelin] or [Death] or [Kill]
FE             | >> End of if statement, reset target and wait
FC 14 00 00    | If... Variable $000 has set bit 0x01
FB 05 36       | > Misc.: Self loses invincibility
F0 12 16 97    | > Random spell: [Quake] or [Flare] or [Night]
F0 1A 8D 21    | > Random spell: [Stop] or [Mind Blast] or [Slowga]
FD             | > Wait for next turn, reset target
F0 E0 C5 E0    | > Random spell: [Black Hole] or [Northern Cross] or [Black Hole]
F0 16 35 23    | > Random spell: [Flare] or [Holy] or [Meteor]
FD             | > Wait for next turn, reset target
E1             | > Omega Javelin
F0 34 14 A7    | > Random spell: [Tornado] or [Scourge] or [Flash]
FE             | > End of if statement, reset target and wait
FB 01 36       | Misc.: Self becomes invincible
F0 FE 21 FE    | Random spell: [Nothing] or [Slowga] or [Nothing]
FD             | Wait for next turn, reset target
F0 1A 22 29    | Random spell: [Stop] or [Hastega] or [Shell]
FD             | Wait for next turn, reset target
F0 0F 30 8D    | Random spell: [Dispel] or [Curaga] or [Mind Blast]
FD             | Wait for next turn, reset target
F0 28 1C B1    | Random spell: [Protect] or [Regen] or [Blaster]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 02 04    | If... Variable $002 is less than 4
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 02 81       | >> Modify variable [$002 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 00 00    | If... Monsters <Self> are dead
F7 05          | > Special event 0x05
F3 15 00       | > Display message 21: Bro_ ther_
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 15 00 00    | If... Variable $000 has unset bit 0x01
F8 01 81       | > Modify variable [$001 + 1]
FC 0D 01 05    | > If... Variable $001 is 5 or more
F0 16 23 17    | >> Random spell: [Flare] or [Meteor] or [Ultima]
F8 01 00       | >> Modify variable [$001 = 0]
FF             - End of script

[script #272]  ; orig idx=272, "ArkAngel", offset 0xE97F70, special: Deal 1x Damage + Inflict Stop
FC 15 00 02    | If... Variable $000 has unset bit 0x04
F3 1B 00       | > Display message 27: You shall be overwhelmed_  _by the arrogance that disfigures...
F9 01 00 02    | > Modify var. bits [$000: Set 0x04]
FE             | > End of if statement, reset target and wait
FC 0B 1F 00    | If... Personal timer above 31
FB 00 00       | > Misc.: Reset personal timer
F2 00 10 00    | > Formation change to 16
FE             | > End of if statement, reset target and wait
FC 0D 01 05    | If... Variable $001 is 5 or more
F0 EE 21 EE    | > Random spell: [Fight] or [Slowga] or [Fight]
F0 30 B0 34    | > Random spell: [Curaga] or [Arrogance Incarnate] or [Tornado]
FD             | > Wait for next turn, reset target
F0 28 EE 2C    | > Random spell: [Protect] or [Fight] or [Confuse]
F0 EE 29 1C    | > Random spell: [Fight] or [Shell] or [Regen]
FD             | > Wait for next turn, reset target
F0 B0 35 2A    | > Random spell: [Arrogance Incarnate] or [Holy] or [Cura]
F0 19 EE 2A    | > Random spell: [Haste] or [Fight] or [Cura]
FD             | > Wait for next turn, reset target
F0 EE 32 EE    | > Random spell: [Fight] or [Blink] or [Fight]
F0 2A EE 30    | > Random spell: [Cura] or [Fight] or [Curaga]
FE             | > End of if statement, reset target and wait
F0 EE 35 EE    | Random spell: [Fight] or [Holy] or [Fight]
F0 EE EE 30    | Random spell: [Fight] or [Fight] or [Curaga]
FD             | Wait for next turn, reset target
F0 28 EE EE    | Random spell: [Protect] or [Fight] or [Fight]
F0 EE 29 1C    | Random spell: [Fight] or [Shell] or [Regen]
FD             | Wait for next turn, reset target
F0 EE 35 2A    | Random spell: [Fight] or [Holy] or [Cura]
F0 19 EE 21    | Random spell: [Haste] or [Fight] or [Slowga]
FD             | Wait for next turn, reset target
F0 EF 32 EE    | Random spell: [Special: Shield Strike] or [Blink] or [Fight]
F0 2A EE EE    | Random spell: [Cura] or [Fight] or [Fight]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 01 07    | If... Variable $001 is less than 7
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 01 81       | >> Modify variable [$001 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 FE EE 18    | > Random spell: [Nothing] or [Fight] or [Slow]
FF             - End of script

[script #273]  ; orig idx=273, "ArkAngel", offset 0xE98100, special: Rage
FC 15 00 05    | If... Variable $000 has unset bit 0x20
F3 1D 00       | > Display message 29: You shall be twisted_  _by the envy that drives you_
F9 01 00 05    | > Modify var. bits [$000: Set 0x20]
FE             | > End of if statement, reset target and wait
FC 0B 1F 00    | If... Personal timer above 31
FB 00 00       | > Misc.: Reset personal timer
F2 00 11 00    | > Formation change to 17
FE             | > End of if statement, reset target and wait
FC 0D 01 05    | If... Variable $001 is 5 or more
F0 EE C8 C8    | > Random spell: [Fight] or [Havoc Spiral] or [Havoc Spiral]
F0 A8 EE 76    | > Random spell: [Lullaby] or [Fight] or [Wombat]
FD             | > Wait for next turn, reset target
F0 6E EF C7    | > Random spell: [Shamshir] or [Special: Charm] or [Love Token]
F0 EE 75 EE    | > Random spell: [Fight] or [Falcon] or [Fight]
FD             | > Wait for next turn, reset target
F0 C8 77 EE    | > Random spell: [Havoc Spiral] or [Meerkat] or [Fight]
F0 EE 7C EE    | > Random spell: [Fight] or [Snow Bunny] or [Fight]
FD             | > Wait for next turn, reset target
F0 CE C7 CE    | > Random spell: [Entice] or [Love Token] or [Entice]
F0 79 EE EF    | > Random spell: [Wild Pig] or [Fight] or [Special: Charm]
FE             | > End of if statement, reset target and wait
EE             | Fight
F0 A8 EE 76    | Random spell: [Lullaby] or [Fight] or [Wombat]
FD             | Wait for next turn, reset target
F0 6E EE C7    | Random spell: [Shamshir] or [Fight] or [Love Token]
F0 EE 75 EE    | Random spell: [Fight] or [Falcon] or [Fight]
FD             | Wait for next turn, reset target
F0 EE EE 77    | Random spell: [Fight] or [Fight] or [Meerkat]
F0 EE EE 7C    | Random spell: [Fight] or [Fight] or [Snow Bunny]
FD             | Wait for next turn, reset target
F0 A8 A8 CE    | Random spell: [Lullaby] or [Lullaby] or [Entice]
F0 EE 79 C8    | Random spell: [Fight] or [Wild Pig] or [Havoc Spiral]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 01 07    | If... Variable $001 is less than 7
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 01 81       | >> Modify variable [$001 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FF             - End of script

[script #274]  ; orig idx=274, "ArkAngel", offset 0xE97ED0, special: Instant Death
FC 15 00 01    | If... Variable $000 has unset bit 0x02
F3 1A 00       | > Display message 26: You shall be defeated_  _by the apathy that plagues you_
F9 01 00 01    | > Modify var. bits [$000: Set 0x02]
FE             | > End of if statement, reset target and wait
FC 0B 1F 00    | If... Personal timer above 31
FB 00 00       | > Misc.: Reset personal timer
F2 00 0D 00    | > Formation change to 13
FE             | > End of if statement, reset target and wait
FC 0D 01 05    | If... Variable $001 is 5 or more
F0 EE 51 EE    | > Random spell: [Fight] or [Flame Scroll] or [Fight]
F0 67 EE 52    | > Random spell: [Leaf Swirl] or [Fight] or [Water Scroll]
FD             | > Wait for next turn, reset target
F0 6B EE EF    | > Random spell: [Wildfire] or [Fight] or [Special: Suffocate]
F0 DB EE 7B    | > Random spell: [Cross Reaver] or [Fight] or [Poison Frog]
FD             | > Wait for next turn, reset target
F0 65 53 EE    | > Random spell: [Wind Slash] or [Thunder Scroll] or [Fight]
F6 01 41 42    | > Throw item: [Shuriken] or [Fuma Shuriken]
FD             | > Wait for next turn, reset target
F0 EF EE 6A    | > Random spell: [Special: Suffocate] or [Fight] or [Antlion]
F0 DB EE 65    | > Random spell: [Cross Reaver] or [Fight] or [Wind Slash]
FE             | > End of if statement, reset target and wait
F0 EE 51 EE    | Random spell: [Fight] or [Flame Scroll] or [Fight]
F0 EE EE 52    | Random spell: [Fight] or [Fight] or [Water Scroll]
FD             | Wait for next turn, reset target
F0 53 EE EF    | Random spell: [Thunder Scroll] or [Fight] or [Special: Suffocate]
F0 EE EE EF    | Random spell: [Fight] or [Fight] or [Special: Suffocate]
FD             | Wait for next turn, reset target
F0 EE 52 EE    | Random spell: [Fight] or [Water Scroll] or [Fight]
F6 01 41 41    | Throw item: [Shuriken]
FD             | Wait for next turn, reset target
F0 EF EE EE    | Random spell: [Special: Suffocate] or [Fight] or [Fight]
F0 51 EE DB    | Random spell: [Flame Scroll] or [Fight] or [Cross Reaver]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 01 07    | If... Variable $001 is less than 7
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 01 81       | >> Modify variable [$001 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 FE EE EE    | > Random spell: [Nothing] or [Fight] or [Fight]
FF             - End of script

[script #275]  ; orig idx=275, "ArkAngel", offset 0xE98030, special: Deal 1x Damage + MP Absorb
FC 15 00 04    | If... Variable $000 has unset bit 0x10
F3 1C 00       | > Display message 28: You shall be consumed_  _by the cowardice that binds you_
F9 01 00 04    | > Modify var. bits [$000: Set 0x10]
FE             | > End of if statement, reset target and wait
FC 0B 1F 00    | If... Personal timer above 31
FB 00 00       | > Misc.: Reset personal timer
F2 00 0E 00    | > Formation change to 14
FE             | > End of if statement, reset target and wait
FC 0D 01 05    | If... Variable $001 is 5 or more
F0 16 16 EE    | > Random spell: [Flare] or [Flare] or [Fight]
F0 D0 14 13    | > Random spell: [Amon Drive] or [Scourge] or [Flood]
FD             | > Wait for next turn, reset target
F0 09 10 EE    | > Random spell: [Break] or [Death] or [Fight]
F0 8D C6 1E    | > Random spell: [Mind Blast] or [Flare Star] or [Gravity]
FD             | > Wait for next turn, reset target
F0 23 EF C5    | > Random spell: [Meteor] or [Special: Soul Enslavement] or [Northern Cross]
F0 E8 EE 20    | > Random spell: [Kill] or [Fight] or [Comet]
FD             | > Wait for next turn, reset target
F0 04 B1 D0    | > Random spell: [Drain] or [Blaster] or [Amon Drive]
F0 8F 11 EF    | > Random spell: [Aeroga] or [Rasp] or [Special: Soul Enslavement]
FE             | > End of if statement, reset target and wait
F0 16 16 EE    | Random spell: [Flare] or [Flare] or [Fight]
F0 14 EE 13    | Random spell: [Scourge] or [Fight] or [Flood]
FD             | Wait for next turn, reset target
F0 09 10 EE    | Random spell: [Break] or [Death] or [Fight]
F0 12 12 1E    | Random spell: [Quake] or [Quake] or [Gravity]
FD             | Wait for next turn, reset target
F0 16 EF C5    | Random spell: [Flare] or [Special: Soul Enslavement] or [Northern Cross]
F0 10 EE D0    | Random spell: [Death] or [Fight] or [Amon Drive]
FD             | Wait for next turn, reset target
F0 04 04 EE    | Random spell: [Drain] or [Drain] or [Fight]
F0 8F 11 EF    | Random spell: [Aeroga] or [Rasp] or [Special: Soul Enslavement]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 01 07    | If... Variable $001 is less than 7
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 01 81       | >> Modify variable [$001 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 FE EF EE    | > Random spell: [Nothing] or [Special: Soul Enslavement] or [Fight]
FF             - End of script

[script #276]  ; orig idx=276, "ArkAngel", offset 0xE97E50, special: Deal 1x Damage + Inflict Silence
FC 15 00 00    | If... Variable $000 has unset bit 0x01
F3 19 00       | > Display message 25: You shall be burned_  _by the rage that controls you_
F9 01 00 00    | > Modify var. bits [$000: Set 0x01]
FE             | > End of if statement, reset target and wait
FC 0B 1F 00    | If... Personal timer above 31
FB 00 00       | > Misc.: Reset personal timer
F2 00 0F 00    | > Formation change to 15
FE             | > End of if statement, reset target and wait
FC 0D 01 05    | If... Variable $001 is 5 or more
F0 EE 59 5B    | > Random spell: [Fight] or [Tachi: Dragon] or [Tachi: Moon]
FD             | > Wait for next turn, reset target
F0 EE EF ED    | > Random spell: [Fight] or [Special: Blade Bash] or [Dragonfall]
FD             | > Wait for next turn, reset target
F0 EF 55 57    | > Random spell: [Special: Blade Bash] or [Tachi: Fang] or [Tachi: Tiger]
FD             | > Wait for next turn, reset target
F0 ED EE 5C    | > Random spell: [Dragonfall] or [Fight] or [Tachi: Flower]
FE             | > End of if statement, reset target and wait
F0 EE 59 5A    | Random spell: [Fight] or [Tachi: Dragon] or [Tachi: Snow]
FD             | Wait for next turn, reset target
F0 58 EE EF    | Random spell: [Tachi: Dance] or [Fight] or [Special: Blade Bash]
FD             | Wait for next turn, reset target
F0 EE 55 57    | Random spell: [Fight] or [Tachi: Fang] or [Tachi: Tiger]
FD             | Wait for next turn, reset target
F0 EF EE ED    | Random spell: [Special: Blade Bash] or [Fight] or [Dragonfall]
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 01 07    | If... Variable $001 is less than 7
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 01 81       | >> Modify variable [$001 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 FE EE EF    | > Random spell: [Nothing] or [Fight] or [Special: Blade Bash]
FF             - End of script

[script #277]  ; orig idx=277, "Sephirot", offset 0xE97780, special: 100% Deal 1x Damage + MP Absorb
FC 0D 03 01    | If... Variable $003 is 1 or more
F0 20 12 13    | > Random spell: [Comet] or [Quake] or [Flood]
16             | > Flare
FD             | > Wait for next turn, reset target
EF             | > Special: Magic Buster
F0 EE 8D 71    | > Random spell: [Fight] or [Mind Blast] or [Shadow Flare]
FD             | > Wait for next turn, reset target
C6             | > Flare Star
F8 03 00       | > Modify variable [$003 = 0]
F5 08 04 00    | > Adjust enemies: Monsters <Self> => Hide, don't touch HP
F2 00 07 00    | > Formation change to 7
F5 09 02 01    | > Adjust enemies: Monsters <0> => Unhide, don't touch HP
FE             | > End of if statement, reset target and wait
FC 0D 03 00    | If... Variable $003 is 0 or more
F0 A0 8D A0    | > Random spell: [Quasar] or [Mind Blast] or [Quasar]
F8 03 00       | > Modify variable [$003 = 0]
F5 08 04 00    | > Adjust enemies: Monsters <Self> => Hide, don't touch HP
F2 00 07 00    | > Formation change to 7
F5 09 02 01    | > Adjust enemies: Monsters <0> => Unhide, don't touch HP
FE             | > End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 01 05    | If... Variable $001 is less than 5
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 01 81       | >> Modify variable [$001 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 01 02 0C    | If... Hit by command [Magic] or [Blue]
F0 FE 09 16    | > Random spell: [Nothing] or [Break] or [Flare]
F8 00 81       | > Modify variable [$000 + 1]
FC 0D 00 04    | > If... Variable $000 is 4 or more
F8 00 00       | >> Modify variable [$000 = 0]
F8 03 00       | >> Modify variable [$003 = 0]
F5 08 04 00    | >> Adjust enemies: Monsters <Self> => Hide, don't touch HP
F2 00 07 00    | >> Formation change to 7
F5 09 02 01    | >> Adjust enemies: Monsters <0> => Unhide, don't touch HP
FE             | >> End of if statement, reset target and wait
FC 01 17 19    | If... Hit by command [XMagic] or [Summon]
F0 FE 09 16    | > Random spell: [Nothing] or [Break] or [Flare]
F8 00 81       | > Modify variable [$000 + 1]
FC 0D 00 04    | > If... Variable $000 is 4 or more
F8 00 00       | >> Modify variable [$000 = 0]
F8 03 00       | >> Modify variable [$003 = 0]
F5 08 04 00    | >> Adjust enemies: Monsters <Self> => Hide, don't touch HP
F2 00 07 00    | >> Formation change to 7
F5 09 02 01    | >> Adjust enemies: Monsters <0> => Unhide, don't touch HP
FE             | >> End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 8D 23 8D    | > Random spell: [Mind Blast] or [Meteor] or [Mind Blast]
F8 00 81       | > Modify variable [$000 + 1]
FC 0D 00 04    | > If... Variable $000 is 4 or more
F8 00 00       | >> Modify variable [$000 = 0]
F8 03 00       | >> Modify variable [$003 = 0]
F5 08 04 00    | >> Adjust enemies: Monsters <Self> => Hide, don't touch HP
F2 00 07 00    | >> Formation change to 7
F5 09 02 01    | >> Adjust enemies: Monsters <0> => Unhide, don't touch HP
FF             - End of script

[script #278]  ; orig idx=278, "Orbital", offset 0xE97B80, special: Deal 3.5x Damage
FC 12 04 00    | If... Monsters <2> are dead
FC 0B 32 00    | > If... Personal timer above 50
F5 0B 00 04    | >> Adjust enemies: Monsters <2> => Unhide, refill HP
FE             | >> End of if statement, reset target and wait
FC 11 04 00    | If... Monsters <2> are alive
F0 FE 22 1C    | > Random spell: [Nothing] or [Hastega] or [Regen]
FD             | > Wait for next turn, reset target
F0 FE 28 29    | > Random spell: [Nothing] or [Protect] or [Shell]
FD             | > Wait for next turn, reset target
F0 30 32 EF    | > Random spell: [Curaga] or [Blink] or [Special: Electrocharge]
FF             @ End of action script, begin counter-attack script
FC 12 00 00    | If... Monsters <Self> are dead
F5 00 00 04    | > Adjust enemies: Monsters <2> => Unhide, refill HP
F5 09 03 04    | > Adjust enemies: Monsters <2> => Hide, refill MP
FB 00 00       | > Misc.: Reset personal timer
FF             - End of script

[script #279]  ; orig idx=279, "Orbital", offset 0xE97BC0, special: Deal 3.5x Damage
FC 12 08 00    | If... Monsters <3> are dead
FC 0B 1E 00    | > If... Personal timer above 30
F5 0B 00 08    | >> Adjust enemies: Monsters <3> => Unhide, refill HP
FE             | >> End of if statement, reset target and wait
FC 11 08 00    | If... Monsters <3> are alive
F0 EE EE EF    | > Random spell: [Fight] or [Fight] or [Special: Electrocharge]
FF             @ End of action script, begin counter-attack script
FC 12 00 00    | If... Monsters <Self> are dead
F5 00 00 08    | > Adjust enemies: Monsters <3> => Unhide, refill HP
F5 09 03 08    | > Adjust enemies: Monsters <3> => Hide, refill MP
FB 00 00       | > Misc.: Reset personal timer
FF             - End of script

[script #280]  ; orig idx=280, "Kuja", offset 0xE97C00, special: 100% Deal 1x Damage + MP Absorb
FC 0D 03 04    | If... Variable $003 is 4 or more
F0 16 16 23    | > Random spell: [Flare] or [Flare] or [Meteor]
F0 EE EF EE    | > Random spell: [Fight] or [Special: Snatch Blow] or [Fight]
FD             | > Wait for next turn, reset target
C6             | > Flare Star
FC 09 36 17    | > If... Self doesn't have status Rflect; targets them
30             | >> Curaga
31             | >> Reflect
FD             | >> Wait for next turn, reset target
F0 16 71 23    | >> Random spell: [Flare] or [Shadow Flare] or [Meteor]
C7             | >> Love Token
FD             | >> Wait for next turn, reset target
D9             | >> Holy Star
F0 EE EF EE    | >> Random spell: [Fight] or [Special: Snatch Blow] or [Fight]
FD             | >> Wait for next turn, reset target
17             | >> Ultima
FE             | >> End of if statement, reset target and wait
F0 16 35 35    | Random spell: [Flare] or [Holy] or [Holy]
F0 EE EE 16    | Random spell: [Fight] or [Fight] or [Flare]
FD             | Wait for next turn, reset target
C6             | Flare Star
FC 09 36 17    | If... Self doesn't have status Rflect; targets them
30             | > Curaga
31             | > Reflect
FD             | > Wait for next turn, reset target
1E             | > Gravity
F0 16 71 16    | > Random spell: [Flare] or [Shadow Flare] or [Flare]
FD             | > Wait for next turn, reset target
F0 98 8F B1    | > Random spell: [Level 2 Holy] or [Aeroga] or [Blaster]
F0 EE CE EE    | > Random spell: [Fight] or [Entice] or [Fight]
FE             | > End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 03 03    | If... Variable $003 is less than 3
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 03 81       | >> Modify variable [$003 + 1]
FE             | >> End of if statement, reset target and wait
FC 0C 03 05    | If... Variable $003 is less than 5
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
9F             | >> Ancient Prayer
F8 03 81       | >> Modify variable [$003 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 02 42 42    | If... Hit by spell [Perfect Ultima] or [Perfect Ultima]
F0 FE FE C6    | > Random spell: [Nothing] or [Nothing] or [Flare Star]
FE             | > End of if statement, reset target and wait
FC 02 43 43    | If... Hit by spell [Mega Flare] or [Mega Flare]
F0 FE FE D9    | > Random spell: [Nothing] or [Nothing] or [Holy Star]
FE             | > End of if statement, reset target and wait
FC 01 02 17    | If... Hit by command [Magic] or [XMagic]
